epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,4056.07,0.68397,4.37898,0.39816,0.54229,1.15166,0.99352,1,0.99463,0.90005,0.54378,0.54733,0.30701,0.06737,0.41686,4.29928,0.29707,0.69606,0.92313,0.0017822,0.0017822,0.0017822
13,4439.23,0.66042,4.31913,0.38713,0.51139,1.12129,1,0.9957,0.995,0.91302,0.8326,0.82893,0.72062,0.17729,0.43062,3.57916,0.25404,0.96773,0.94344,0.0017624,0.0017624,0.0017624
14,4757.43,0.64443,4.185,0.37482,0.50322,1.11515,0.99966,1,0.995,0.91678,0.86596,0.86626,0.79212,0.23918,0.43142,3.35236,0.25761,0.36628,0.94075,0.0017426,0.0017426,0.0017426
15,5070.91,0.60081,3.80503,0.36591,0.48359,1.08226,0.99895,1,0.995,0.91616,0.85762,0.85802,0.82227,0.27394,0.43305,3.21083,0.2635,0.40664,0.92157,0.0017228,0.0017228,0.0017228
16,5360.97,0.62698,3.76363,0.36594,0.48233,1.09533,0.99981,1,0.995,0.91011,0.96904,0.96914,0.96387,0.38185,0.43422,2.75063,0.24952,0.38731,0.92861,0.001703,0.001703,0.001703
17,5665.05,0.5928,3.57488,0.35861,0.46767,1.07515,0.99573,1,0.995,0.936,0.93427,0.93827,0.89476,0.34325,0.37441,2.96569,0.27204,0.34652,0.90324,0.0016832,0.0016832,0.0016832
18,6006.6,0.61595,3.47189,0.34678,0.49717,1.09175,0.99629,1,0.995,0.90232,0.83814,0.84175,0.72934,0.23521,0.44178,3.26657,0.26079,0.40455,0.94893,0.0016634,0.0016634,0.0016634
19,6337.38,0.59449,3.30558,0.34297,0.48628,1.07744,0.99965,1,0.995,0.90762,0.79027,0.78395,0.62804,0.23065,0.44051,3.24903,0.24704,0.39581,0.94278,0.0016436,0.0016436,0.0016436
20,6702.52,0.59237,3.13292,0.33349,0.47603,1.08231,0.99972,1,0.995,0.92415,0.93801,0.93827,0.93124,0.48517,0.40425,2.26895,0.23939,0.34089,0.90293,0.0016238,0.0016238,0.0016238
21,7042.77,0.56349,2.95139,0.33559,0.46279,1.05221,0.99984,1,0.995,0.93165,0.99161,0.99177,0.98824,0.45894,0.38351,1.96712,0.24674,0.32696,0.91278,0.001604,0.001604,0.001604
22,7418.14,0.5738,2.82861,0.33813,0.45639,1.07142,0.99966,1,0.995,0.92483,0.99349,0.99383,0.9929,0.57699,0.4239,1.75508,0.24195,0.34814,0.92888,0.0015842,0.0015842,0.0015842
23,7834.6,0.57032,2.77248,0.32537,0.46404,1.07469,0.99897,1,0.995,0.9364,0.99897,1,0.995,0.51159,0.36079,1.75616,0.23247,0.3405,0.89481,0.0015644,0.0015644,0.0015644
24,8138.42,0.54332,2.72843,0.30946,0.44008,1.04354,0.99962,1,0.995,0.93648,0.99962,1,0.995,0.52201,0.34138,1.96052,0.21819,0.37644,0.87227,0.0015446,0.0015446,0.0015446
25,8494.91,0.53567,2.57445,0.32779,0.42862,1.03788,0.99987,1,0.995,0.93815,0.98136,0.98148,0.97485,0.64017,0.36414,1.60975,0.23434,0.30561,0.87507,0.0015248,0.0015248,0.0015248
26,8858.41,0.54834,2.51702,0.31763,0.43212,1.04778,0.99958,1,0.995,0.94291,0.99547,0.99588,0.99455,0.64512,0.35768,1.46532,0.20023,0.38753,0.88425,0.001505,0.001505,0.001505
27,9147.61,0.54723,2.43914,0.30751,0.42881,1.05487,0.99983,1,0.995,0.94733,0.99983,1,0.995,0.60407,0.3305,1.51538,0.20944,0.29847,0.86695,0.0014852,0.0014852,0.0014852
28,9486.74,0.52977,2.41356,0.29562,0.40939,1.03479,0.99988,1,0.995,0.96242,0.99988,1,0.995,0.69386,0.31741,1.44049,0.21819,0.28776,0.85159,0.0014654,0.0014654,0.0014654
29,9838.94,0.55706,2.355,0.30729,0.44172,1.06248,0.99987,1,0.995,0.95398,0.99987,1,0.995,0.71711,0.32558,1.25377,0.20636,0.29178,0.86261,0.0014456,0.0014456,0.0014456
30,10167.3,0.5196,2.19457,0.2895,0.40875,1.03571,0.99985,1,0.995,0.95315,0.96282,0.96296,0.93254,0.6512,0.32301,1.31143,0.20907,0.28368,0.8631,0.0014258,0.0014258,0.0014258
31,10523.1,0.50104,2.11144,0.30602,0.38863,1.01635,0.99979,1,0.995,0.9588,0.97304,0.97325,0.96809,0.68038,0.32062,1.285,0.19377,0.28219,0.86601,0.001406,0.001406,0.001406
32,10831.7,0.5159,2.10488,0.27726,0.40203,1.02159,0.99987,1,0.995,0.95702,0.99575,0.99588,0.99393,0.75936,0.3144,1.1463,0.18805,0.28107,0.86557,0.0013862,0.0013862,0.0013862
33,11151.9,0.52226,2.11276,0.29672,0.40616,1.02729,0.99983,1,0.995,0.95259,0.98337,0.98354,0.97894,0.68089,0.32331,1.37773,0.1885,0.29905,0.85486,0.0013664,0.0013664,0.0013664
34,11474.3,0.50223,2.1127,0.2869,0.40577,1.00867,0.99986,1,0.995,0.96284,0.99986,1,0.995,0.7375,0.29529,1.27579,0.20189,0.26979,0.84309,0.0013466,0.0013466,0.0013466
35,11801.8,0.49034,2.06234,0.28319,0.39161,1.01221,0.99987,1,0.995,0.9596,0.99987,1,0.995,0.77438,0.29995,1.07454,0.20477,0.25743,0.84363,0.0013268,0.0013268,0.0013268
36,12120.5,0.4737,1.78911,0.28352,0.37461,1.0071,0.99986,1,0.995,0.95524,0.99986,1,0.995,0.76718,0.30883,1.13387,0.18746,0.26994,0.85043,0.001307,0.001307,0.001307
37,12461.2,0.5024,1.94922,0.28141,0.39206,1.02066,0.99979,1,0.995,0.94333,0.9751,0.97531,0.96233,0.70026,0.3296,1.16474,0.179,0.26982,0.86739,0.0012872,0.0012872,0.0012872
38,12735.7,0.49184,1.87627,0.27535,0.38533,1.01295,0.99982,1,0.995,0.95723,0.99982,1,0.995,0.75693,0.32217,1.03963,0.17999,0.30707,0.86489,0.0012674,0.0012674,0.0012674
39,33293,0.48244,1.75105,0.27535,0.38169,1.00711,0.99987,1,0.995,0.96137,0.99987,1,0.995,0.80902,0.30677,0.88762,0.18129,0.25892,0.84504,0.0012476,0.0012476,0.0012476
40,33609.6,0.48408,1.81956,0.27422,0.39029,1.00851,0.99952,1,0.995,0.97245,0.99952,1,0.995,0.81037,0.28819,0.93209,0.17052,0.25637,0.84222,0.0012278,0.0012278,0.0012278
41,33922.7,0.49875,1.737,0.27114,0.38496,1.00904,0.99988,1,0.995,0.95669,0.99371,0.99383,0.98895,0.75367,0.30787,0.92568,0.15725,0.25014,0.85914,0.001208,0.001208,0.001208
42,34206,0.47897,1.69584,0.27356,0.37438,0.9921,0.99986,1,0.995,0.95718,0.99368,0.99383,0.99331,0.75928,0.29594,0.94018,0.1721,0.26054,0.84721,0.0011882,0.0011882,0.0011882
43,34577.4,0.49242,1.7315,0.25996,0.37231,1.00709,0.99988,1,0.995,0.95126,0.99988,1,0.995,0.80638,0.33487,1.0779,0.15667,0.26873,0.87399,0.0011684,0.0011684,0.0011684
44,34908.7,0.48705,1.70974,0.24892,0.37979,0.99362,0.99986,1,0.995,0.95872,0.99986,1,0.995,0.81292,0.31912,0.954,0.15457,0.27665,0.8554,0.0011486,0.0011486,0.0011486
45,35252.4,0.4834,1.75234,0.2616,0.38303,1.0108,0.99972,1,0.995,0.96347,0.99972,1,0.995,0.82482,0.29089,0.84417,0.16389,0.25576,0.84474,0.0011288,0.0011288,0.0011288
46,35586.4,0.46184,1.71843,0.25732,0.35641,0.99058,0.99963,1,0.995,0.97411,0.99963,1,0.995,0.84873,0.27723,0.77843,0.17166,0.24581,0.83712,0.001109,0.001109,0.001109
47,35914.3,0.45743,1.65638,0.24881,0.36156,0.97608,0.99987,1,0.995,0.96604,0.99575,0.99588,0.99455,0.84041,0.29812,0.80791,0.15079,0.24852,0.84732,0.0010892,0.0010892,0.0010892
48,36252.9,0.4523,1.5889,0.25176,0.35186,0.97512,0.99987,1,0.995,0.94394,0.98547,0.9856,0.98721,0.81404,0.35902,0.86962,0.15107,0.25747,0.86728,0.0010694,0.0010694,0.0010694
49,36572.7,0.45123,1.60976,0.24572,0.35747,0.97905,0.99466,1,0.99492,0.95539,0.70667,0.71811,0.56392,0.34359,0.32128,3.23525,0.23071,0.29369,0.85014,0.0010496,0.0010496,0.0010496
50,36844.2,0.46914,1.69978,0.25505,0.37143,0.99242,0.99986,1,0.995,0.96139,0.99986,1,0.995,0.81636,0.29216,0.8121,0.14863,0.25591,0.83827,0.0010298,0.0010298,0.0010298
51,37218.9,0.45354,1.58306,0.24473,0.35647,0.98715,0.99988,1,0.995,0.9666,0.99988,1,0.995,0.82424,0.2741,0.75333,0.14522,0.23208,0.83319,0.00101,0.00101,0.00101
52,37563.7,0.45949,1.65295,0.25311,0.36029,0.98672,0.99898,1,0.995,0.96139,0.99281,0.99383,0.99126,0.71884,0.28533,1.15862,0.15441,0.24844,0.8438,0.0009902,0.0009902,0.0009902
53,37930.7,0.44883,1.49305,0.24871,0.34535,0.9826,0.99987,1,0.995,0.97803,0.99987,1,0.995,0.84286,0.25856,0.74648,0.15404,0.23084,0.82822,0.0009704,0.0009704,0.0009704
54,38264,0.46347,1.57495,0.25566,0.36625,0.9844,0.99988,1,0.995,0.9717,0.99988,1,0.995,0.85294,0.2824,0.70834,0.14249,0.23154,0.84165,0.0009506,0.0009506,0.0009506
55,38632.2,0.46395,1.51377,0.25537,0.35798,0.99569,0.99988,1,0.995,0.97439,0.99988,1,0.995,0.86174,0.27737,0.72423,0.14427,0.23209,0.83561,0.0009308,0.0009308,0.0009308
56,39006.6,0.43963,1.43134,0.24563,0.3538,0.98166,0.99987,1,0.995,0.97498,0.99987,1,0.995,0.84921,0.27268,0.67961,0.14333,0.23133,0.83333,0.000911,0.000911,0.000911
57,39324.6,0.43232,1.3099,0.24145,0.34822,0.97732,0.99988,1,0.995,0.98181,0.99988,1,0.995,0.89713,0.25812,0.59649,0.13767,0.22488,0.8369,0.0008912,0.0008912,0.0008912
58,39666.8,0.41824,1.38081,0.24453,0.3308,0.96708,0.99988,1,0.995,0.97937,0.99988,1,0.995,0.88369,0.26158,0.63413,0.14683,0.22929,0.83303,0.0008714,0.0008714,0.0008714
59,39948.3,0.4217,1.28804,0.23641,0.3356,0.96724,0.99981,1,0.995,0.97328,0.99981,1,0.995,0.87826,0.27424,0.60477,0.1284,0.23823,0.84206,0.0008516,0.0008516,0.0008516
60,40335,0.41936,1.30036,0.23064,0.33454,0.97068,0.99988,1,0.995,0.97906,0.99988,1,0.995,0.86831,0.26925,0.59106,0.12928,0.23195,0.83831,0.0008318,0.0008318,0.0008318
61,40656.4,0.40887,1.20965,0.23657,0.33121,0.95225,0.99987,1,0.995,0.98092,0.99987,1,0.995,0.88044,0.25473,0.59815,0.13813,0.23027,0.82634,0.000812,0.000812,0.000812
62,40989.3,0.39776,1.0914,0.23864,0.32356,0.95054,0.99988,1,0.995,0.97241,0.99988,1,0.995,0.9131,0.26416,0.54801,0.13929,0.23132,0.83031,0.0007922,0.0007922,0.0007922
63,41261.2,0.43036,1.19442,0.23635,0.34367,0.97226,0.99985,1,0.995,0.97624,0.99574,0.99588,0.99316,0.89261,0.26136,0.58245,0.13535,0.23357,0.83272,0.0007724,0.0007724,0.0007724
64,41618,0.40407,1.1516,0.22643,0.32617,0.96154,0.99988,1,0.995,0.98116,0.99988,1,0.995,0.90964,0.24605,0.50641,0.1336,0.21818,0.82654,0.0007526,0.0007526,0.0007526
65,41939.3,0.40059,1.12736,0.23202,0.31854,0.95813,0.99988,1,0.995,0.97756,0.99988,1,0.995,0.92377,0.254,0.51528,0.1307,0.21434,0.8222,0.0007328,0.0007328,0.0007328
66,42309.3,0.40612,1.16238,0.22741,0.32351,0.95613,0.99988,1,0.995,0.97951,0.99988,1,0.995,0.92922,0.25283,0.49216,0.1361,0.21924,0.81823,0.000713,0.000713,0.000713
67,42643,0.39738,1.04715,0.2272,0.31376,0.96088,0.99988,1,0.995,0.98393,0.99988,1,0.995,0.93123,0.23968,0.4791,0.1263,0.21724,0.81844,0.0006932,0.0006932,0.0006932
68,43035.4,0.40213,1.01521,0.21829,0.30965,0.95395,0.99988,1,0.995,0.97949,0.99988,1,0.995,0.92859,0.24887,0.4635,0.12108,0.21576,0.82409,0.0006734,0.0006734,0.0006734
69,43364.3,0.38721,1.00489,0.22534,0.30844,0.95748,0.99988,1,0.995,0.98312,0.99988,1,0.995,0.92747,0.23967,0.45866,0.12793,0.2114,0.8214,0.0006536,0.0006536,0.0006536
70,43663.4,0.3964,1.07103,0.22713,0.32079,0.95454,0.99988,1,0.995,0.98676,0.99988,1,0.995,0.93395,0.23838,0.45514,0.13418,0.2009,0.81718,0.0006338,0.0006338,0.0006338
71,43963.4,0.37107,0.99751,0.22002,0.30973,0.94309,0.99987,1,0.995,0.98498,0.99987,1,0.995,0.93096,0.2324,0.43424,0.12898,0.20828,0.81487,0.000614,0.000614,0.000614
72,44277.2,0.39238,1.04763,0.21138,0.31544,0.95664,0.99988,1,0.995,0.98596,0.99988,1,0.995,0.92879,0.23258,0.41839,0.12623,0.20537,0.81538,0.0005942,0.0005942,0.0005942
73,44618.5,0.38221,0.99494,0.22353,0.31298,0.94217,0.99988,1,0.995,0.98396,0.99988,1,0.995,0.94646,0.23263,0.38257,0.12093,0.21049,0.8167,0.0005744,0.0005744,0.0005744
74,44999.1,0.37022,0.96551,0.22998,0.30527,0.94316,0.99988,1,0.995,0.9876,0.99988,1,0.995,0.94319,0.22441,0.39276,0.12539,0.20611,0.81366,0.0005546,0.0005546,0.0005546
75,45347,0.37771,0.98522,0.21299,0.31161,0.93581,0.99988,1,0.995,0.98567,0.99988,1,0.995,0.95046,0.22829,0.36383,0.12311,0.20702,0.81502,0.0005348,0.0005348,0.0005348
76,45686.6,0.37684,0.92621,0.2146,0.30467,0.94664,0.99989,1,0.995,0.98789,0.99989,1,0.995,0.95061,0.21499,0.34692,0.11874,0.19991,0.81295,0.000515,0.000515,0.000515
77,46026.4,0.34412,0.8303,0.2236,0.2853,0.93298,0.99988,1,0.995,0.98728,0.99988,1,0.995,0.95149,0.22128,0.33841,0.12168,0.19551,0.81422,0.0004952,0.0004952,0.0004952
78,46384.7,0.35815,0.89243,0.21711,0.29456,0.93231,0.99989,1,0.995,0.98728,0.99989,1,0.995,0.95002,0.22846,0.36041,0.12345,0.19871,0.80977,0.0004754,0.0004754,0.0004754
79,46688.3,0.35337,0.88616,0.21235,0.28739,0.92754,0.99988,1,0.995,0.98652,0.99988,1,0.995,0.94259,0.22097,0.34223,0.12636,0.1942,0.80544,0.0004556,0.0004556,0.0004556
80,47026.9,0.36715,1.01456,0.21558,0.29891,0.93252,0.99988,1,0.995,0.9858,0.99988,1,0.995,0.94397,0.21785,0.37243,0.11956,0.1929,0.80979,0.0004358,0.0004358,0.0004358
81,47367.9,0.35522,0.92849,0.2211,0.29215,0.92876,0.99989,1,0.995,0.98982,0.99989,1,0.995,0.96367,0.21167,0.32122,0.11704,0.18586,0.80441,0.000416,0.000416,0.000416
82,47723.1,0.36735,0.83545,0.22038,0.29149,0.93697,0.99989,1,0.995,0.98639,0.99989,1,0.995,0.96598,0.22748,0.32453,0.12369,0.19314,0.80553,0.0003962,0.0003962,0.0003962
83,48018.4,0.35511,0.84258,0.21656,0.29338,0.9215,0.99987,1,0.995,0.98794,0.99987,1,0.995,0.96784,0.20914,0.30784,0.12221,0.18886,0.80003,0.0003764,0.0003764,0.0003764
84,48346.1,0.33792,0.77636,0.21589,0.27995,0.9185,0.99989,1,0.995,0.9878,0.99989,1,0.995,0.97899,0.21533,0.2953,0.12068,0.1911,0.80202,0.0003566,0.0003566,0.0003566
85,48757.3,0.35028,0.77845,0.20606,0.28619,0.92587,0.99988,1,0.995,0.99024,0.99988,1,0.995,0.97375,0.21467,0.29283,0.12138,0.19136,0.80004,0.0003368,0.0003368,0.0003368
86,49145.5,0.34141,0.79862,0.20686,0.27987,0.92605,0.99989,1,0.995,0.99165,0.99989,1,0.995,0.97659,0.20037,0.27847,0.12095,0.1868,0.79764,0.000317,0.000317,0.000317
87,49506.6,0.35606,0.84863,0.21801,0.29036,0.93804,0.99988,1,0.995,0.9887,0.99988,1,0.995,0.97621,0.21193,0.29681,0.12019,0.18559,0.80177,0.0002972,0.0002972,0.0002972
88,49842.4,0.33181,0.72288,0.20374,0.27086,0.90959,0.99989,1,0.995,0.99063,0.99989,1,0.995,0.98102,0.20354,0.26214,0.11686,0.18122,0.79782,0.0002774,0.0002774,0.0002774
89,50163.6,0.32852,0.72764,0.21517,0.27744,0.91138,0.99989,1,0.995,0.98917,0.99989,1,0.995,0.97369,0.20561,0.28588,0.11974,0.17745,0.7983,0.0002576,0.0002576,0.0002576
90,50514.1,0.3276,0.78663,0.20694,0.26511,0.91527,0.99989,1,0.995,0.98978,0.99989,1,0.995,0.97891,0.20746,0.25288,0.11482,0.17325,0.79914,0.0002378,0.0002378,0.0002378
91,50829.3,0.21967,0.32801,0.11948,0.18715,0.81288,0.99988,1,0.995,0.99067,0.99988,1,0.995,0.97562,0.19285,0.26368,0.10691,0.17377,0.7958,0.000218,0.000218,0.000218
92,51127.9,0.20832,0.2995,0.11014,0.18402,0.81293,0.99989,1,0.995,0.99114,0.99989,1,0.995,0.98237,0.19798,0.23678,0.09725,0.18503,0.79822,0.0001982,0.0001982,0.0001982
93,51435.2,0.20796,0.28824,0.1052,0.18938,0.81061,0.99989,1,0.995,0.99305,0.99989,1,0.995,0.98453,0.19038,0.22672,0.09244,0.17967,0.79815,0.0001784,0.0001784,0.0001784
94,51774.7,0.20109,0.27888,0.10129,0.17576,0.79798,0.99989,1,0.995,0.9907,0.99989,1,0.995,0.98448,0.1901,0.22199,0.08982,0.17918,0.79831,0.0001586,0.0001586,0.0001586
95,52079.7,0.1983,0.26328,0.10331,0.17893,0.80354,0.99989,1,0.995,0.99204,0.99989,1,0.995,0.98366,0.18371,0.21018,0.08793,0.17704,0.79623,0.0001388,0.0001388,0.0001388
96,52443.2,0.19196,0.25235,0.10115,0.17557,0.80819,0.99989,1,0.995,0.99284,0.99989,1,0.995,0.98703,0.17919,0.20586,0.08687,0.16895,0.79459,0.000119,0.000119,0.000119
97,52822.4,0.19422,0.24757,0.09818,0.17242,0.8058,0.99989,1,0.995,0.99277,0.99989,1,0.995,0.98769,0.18149,0.20374,0.0869,0.16884,0.79253,9.92e-05,9.92e-05,9.92e-05
98,53102.7,0.18657,0.23538,0.09831,0.16838,0.80403,0.99989,1,0.995,0.99277,0.99989,1,0.995,0.98697,0.17293,0.19565,0.08566,0.16212,0.79206,7.94e-05,7.94e-05,7.94e-05
99,53468.6,0.1804,0.22935,0.1005,0.16127,0.79747,0.99989,1,0.995,0.99319,0.99989,1,0.995,0.98727,0.16868,0.19354,0.08404,0.16185,0.79294,5.96e-05,5.96e-05,5.96e-05
100,53782.4,0.18061,0.22668,0.09402,0.16217,0.79178,0.99989,1,0.995,0.99257,0.99989,1,0.995,0.98783,0.16687,0.18856,0.08337,0.15977,0.7921,3.98e-05,3.98e-05,3.98e-05
