epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,2387.3,0.92459,6.71194,0.48627,0.75186,1.30317,0.96944,1,0.99451,0.82388,0,0,0,0,0.724,9.1941,0.07375,1.12614,1.25456,0.00114606,0.00114606,0.00114606
22,2496.78,0.9078,7.29076,0.44492,0.71227,1.24334,0.98619,1,0.99294,0.82532,0,0,0,0,0.82601,8.63963,0.08295,0.99686,1.43424,0.00113191,0.00113191,0.00113191
23,2605.5,0.83924,7.19267,0.43355,0.69706,1.28976,0.98946,1,0.98833,0.80372,0,0,0,0,0.81922,8.99991,0.07421,0.99601,1.44992,0.00111776,0.00111776,0.00111776
24,2717.09,0.90389,7.27903,0.45454,0.67702,1.27791,0.98907,1,0.99294,0.82423,0,0,0,0,0.67947,8.24871,0.08783,0.75973,1.20937,0.00110362,0.00110362,0.00110362
25,2825.1,0.94584,6.86525,0.44364,0.68172,1.35366,0.98957,1,0.99333,0.6282,0,0,0,0,1.38732,8.99694,0.07087,0.9126,2.09142,0.00108947,0.00108947,0.00108947
26,2934.73,1.06415,6.68237,0.48734,0.68611,1.33452,0.9896,1,0.99373,0.84801,0,0,0,0,0.64102,8.24981,0.08142,0.60764,1.18713,0.00107532,0.00107532,0.00107532
27,3047.87,1.07032,7.0341,0.41723,0.68512,1.38055,0.98915,1,0.99157,0.84239,0,0,0,0,0.7519,8.26782,0.09722,0.66089,1.31262,0.00106118,0.00106118,0.00106118
28,3158.18,0.96965,6.73151,0.45966,0.70715,1.35046,0.96988,0.9703,0.9891,0.74173,0,0,0,0,1.02333,8.2149,0.09243,0.79001,1.62572,0.00104703,0.00104703,0.00104703
29,3270.53,0.9225,6.35516,0.43216,0.66566,1.29518,0.98681,1,0.99412,0.81334,0,0,0,0,0.89277,7.54056,0.10529,0.65135,1.49012,0.00103288,0.00103288,0.00103288
30,3381.23,0.95987,5.87341,0.40723,0.65877,1.34672,0.98938,1,0.99471,0.83128,0,0,0,0,0.78151,7.74523,0.09525,0.6534,1.24345,0.00101873,0.00101873,0.00101873
31,3493.3,0.9638,6.27055,0.39691,0.66299,1.29079,0.98942,1,0.99412,0.83321,0.02362,0.0198,0.00088,9e-05,0.71185,6.7576,0.11792,0.60143,1.24067,0.00100459,0.00100459,0.00100459
32,3604.22,0.85401,6.33873,0.40656,0.60793,1.25913,0.9414,1,0.98961,0.84503,0.03596,0.0297,0.00228,0.00023,0.73286,6.71736,0.11119,0.63115,1.30336,0.00099044,0.00099044,0.00099044
33,3712.94,0.82394,6.27659,0.41,0.61769,1.25185,0.98837,1,0.99441,0.86636,0.04854,0.0396,0.00432,0.00043,0.6294,6.67111,0.10932,0.64727,1.16885,0.000976293,0.000976293,0.000976293
34,3825.66,0.8512,6.32306,0.37494,0.6188,1.26668,0.98889,1,0.99412,0.77981,0.0144,0.0099,0.00045,4e-05,0.84038,6.66904,0.11123,0.63893,1.29883,0.000962146,0.000962146,0.000962146
35,3936.59,0.83574,7.19433,0.36613,0.59562,1.17991,0.98953,1,0.9948,0.79708,0,0,0,0,0.82462,6.60435,0.12015,0.61933,1.48429,0.000947999,0.000947999,0.000947999
36,4045.61,0.80683,6.40811,0.36186,0.60274,1.22687,0.98539,1,0.99461,0.84433,0.02196,0.0198,0.00111,0.00011,0.66643,6.81561,0.10512,0.51479,1.20332,0.000933851,0.000933851,0.000933851
37,4155.94,0.82542,6.3324,0.34963,0.59142,1.22194,0.98954,1,0.99451,0.88256,0.04449,0.0396,0.00445,0.00057,0.55268,6.6913,0.10674,0.50436,1.13397,0.000919704,0.000919704,0.000919704
38,4272.55,0.79502,5.92169,0.42013,0.58762,1.21001,0.98944,1,0.99451,0.86607,0.0529,0.0396,0.00675,0.00068,0.68162,6.97857,0.09426,0.50111,1.23886,0.000905557,0.000905557,0.000905557
39,4384.64,0.78911,5.72421,0.30909,0.62878,1.20047,0.98943,1,0.99422,0.873,0.0098,0.0099,0.00033,3e-05,0.59554,6.80747,0.09447,0.48336,1.09312,0.00089141,0.00089141,0.00089141
40,4500.13,0.73497,6.0556,0.39795,0.5615,1.15331,0.98955,1,0.99441,0.86119,0,0,0,0,0.61955,6.7166,0.10123,0.48733,1.13708,0.000877263,0.000877263,0.000877263
41,4625.53,0.70036,5.8855,0.38,0.53566,1.13669,0.9895,1,0.99441,0.81589,0.08661,0.0495,0.02711,0.00307,0.75632,6.44174,0.10128,0.5112,1.26773,0.000863116,0.000863116,0.000863116
42,4748.97,0.74002,5.4057,0.37193,0.52729,1.14713,0.98961,1,0.99441,0.86861,0.1856,0.15842,0.12373,0.02013,0.68226,6.14831,0.09816,0.47267,1.23594,0.000848969,0.000848969,0.000848969
43,4860.07,0.74452,5.67599,0.39059,0.55882,1.19882,0.98957,1,0.99431,0.87474,0,0,0,0,0.5125,6.95164,0.09184,0.44621,1.04564,0.000834822,0.000834822,0.000834822
44,4969.21,0.7725,5.92166,0.35902,0.58181,1.15699,0.98947,1,0.99431,0.86242,0.08939,0.08911,0.01999,0.002,0.62241,6.25358,0.09639,0.5138,1.13715,0.000820675,0.000820675,0.000820675
45,5082.35,0.76905,5.51181,0.41833,0.58672,1.20432,0.98841,1,0.99324,0.87407,0.1726,0.17822,0.07191,0.00957,0.61388,5.92742,0.10039,0.51717,1.13457,0.000806528,0.000806528,0.000806528
46,5193.17,0.73228,5.69733,0.34741,0.5357,1.16716,0.98962,1,0.98755,0.85918,0.0882,0.08911,0.01794,0.00313,0.629,5.95534,0.09696,0.47949,1.18036,0.00079238,0.00079238,0.00079238
47,5305.04,0.72062,5.71933,0.39124,0.52908,1.08735,0.9896,1,0.98657,0.89115,0.17646,0.17822,0.05768,0.00883,0.49339,5.73826,0.10281,0.43966,1.0436,0.000778233,0.000778233,0.000778233
48,5416.83,0.74139,5.4394,0.39669,0.54735,1.17533,0.98954,1,0.99176,0.87312,0.0686,0.06931,0.01244,0.00166,0.5406,5.87298,0.10398,0.47199,1.05682,0.000764086,0.000764086,0.000764086
49,5527.53,0.71684,5.29271,0.42974,0.51727,1.11049,0.98955,1,0.99431,0.89884,0.23393,0.20792,0.11753,0.01518,0.47355,5.73906,0.11172,0.44483,1.02248,0.000749939,0.000749939,0.000749939
50,5639.55,0.67211,5.1684,0.36663,0.52082,1.11806,0.98952,1,0.99461,0.89371,0.23158,0.21782,0.06963,0.00852,0.51133,5.72767,0.10965,0.47053,1.0593,0.000735792,0.000735792,0.000735792
51,5747.84,0.71537,5.25739,0.38606,0.52004,1.16865,0.98924,1,0.99461,0.87876,0.25468,0.23762,0.1044,0.01376,0.62172,5.60355,0.11878,0.46001,1.11801,0.000721645,0.000721645,0.000721645
52,5855.63,0.62458,5.33048,0.36259,0.47523,1.10341,0.98955,1,0.99441,0.89341,0.447,0.42574,0.27184,0.03854,0.51675,5.41992,0.13573,0.4186,1.05158,0.000707498,0.000707498,0.000707498
53,5961.04,0.68015,4.79071,0.38857,0.53348,1.14959,0.98853,1,0.99431,0.88747,0.44652,0.43564,0.27443,0.03771,0.52219,5.43698,0.13345,0.43411,1.05269,0.000693351,0.000693351,0.000693351
54,6070.97,0.60507,5.37097,0.34856,0.46935,1.07918,0.98959,1,0.99471,0.87715,0.4374,0.40594,0.23233,0.02798,0.53618,5.42148,0.11744,0.42357,1.06987,0.000679204,0.000679204,0.000679204
55,6180.31,0.6386,5.12973,0.39207,0.49881,1.08849,0.98948,1,0.9948,0.86933,0.32302,0.31683,0.13414,0.02035,0.61836,5.36799,0.12588,0.42734,1.12952,0.000665057,0.000665057,0.000665057
56,6289.63,0.66372,5.25586,0.36979,0.49181,1.10909,0.98955,1,0.99441,0.90213,0.37251,0.37624,0.1826,0.02441,0.52609,5.30865,0.11837,0.44438,1.04328,0.000650909,0.000650909,0.000650909
57,6398.23,0.64438,4.72588,0.3751,0.45735,1.10309,0.98941,1,0.99461,0.89948,0.50967,0.51485,0.29782,0.038,0.50496,5.28547,0.12131,0.47433,1.02653,0.000636762,0.000636762,0.000636762
58,6511.44,0.679,4.95041,0.38327,0.50358,1.13515,0.98954,1,0.99461,0.89273,0.51953,0.52475,0.30705,0.04089,0.53773,5.24613,0.12632,0.48642,1.03629,0.000622615,0.000622615,0.000622615
59,6624.49,0.58771,4.93453,0.34552,0.45,1.0574,0.98947,1,0.99461,0.89037,0.4899,0.49505,0.26575,0.03311,0.50008,5.30159,0.13133,0.4528,1.03036,0.000608468,0.000608468,0.000608468
60,6733.04,0.72402,5.26816,0.45126,0.49692,1.18341,0.98949,1,0.99441,0.89465,0.4605,0.46535,0.25992,0.03856,0.49251,5.26798,0.13304,0.44116,1.01534,0.000594321,0.000594321,0.000594321
61,6841.72,0.63054,5.30385,0.37559,0.45972,1.05341,0.98955,1,0.99422,0.91948,0.29969,0.25743,0.13327,0.01823,0.4406,5.47263,0.1309,0.409,0.97454,0.000580174,0.000580174,0.000580174
62,6951.03,0.62261,5.14309,0.39771,0.4667,1.06816,0.98961,1,0.99422,0.87901,0.52929,0.53465,0.37193,0.05458,0.64463,5.18731,0.13111,0.43937,1.20189,0.000566027,0.000566027,0.000566027
63,7061.78,0.62515,4.62781,0.42405,0.46037,1.12804,0.9896,1,0.99441,0.90695,0.69578,0.70297,0.58577,0.08519,0.51485,5.09827,0.12758,0.37444,1.06538,0.00055188,0.00055188,0.00055188
64,7169.95,0.61455,5.06672,0.35433,0.45254,1.07426,0.98968,1,0.995,0.90456,0.70551,0.71287,0.59525,0.08762,0.52742,5.08507,0.12279,0.38168,1.10199,0.000537733,0.000537733,0.000537733
65,7278.13,0.56588,4.57328,0.4173,0.42841,1.05758,0.98966,1,0.995,0.89465,0.61729,0.62376,0.49204,0.06368,0.62233,5.16552,0.12827,0.40989,1.18303,0.000523586,0.000523586,0.000523586
66,7387.57,0.59812,4.66313,0.40295,0.46989,1.08565,0.98956,1,0.9949,0.93008,0.75449,0.76238,0.68778,0.0951,0.50546,5.02185,0.12645,0.39074,1.05987,0.000509438,0.000509438,0.000509438
67,7496.85,0.65663,4.46947,0.4021,0.47801,1.12139,0.98957,1,0.99451,0.8939,0.73496,0.74257,0.63888,0.0855,0.52572,5.00701,0.12424,0.39702,1.02453,0.000495291,0.000495291,0.000495291
68,8580.7,0.56261,4.42544,0.37783,0.4322,1.04995,0.98957,1,0.99343,0.924,0.72503,0.73267,0.61504,0.08007,0.46165,5.00017,0.12841,0.39346,0.99483,0.000481144,0.000481144,0.000481144
69,8690.74,0.54809,4.56159,0.39058,0.43052,1.04479,0.98959,1,0.99294,0.90485,0.56828,0.57426,0.38101,0.04911,0.49166,5.06878,0.12915,0.39567,1.03556,0.000466997,0.000466997,0.000466997
70,8800.03,0.54261,4.7925,0.35874,0.42777,1.03338,0.98961,1,0.99353,0.90133,0.64668,0.65347,0.50419,0.07285,0.5375,5.02166,0.12391,0.39552,1.12428,0.00045285,0.00045285,0.00045285
71,8908.06,0.53341,4.50089,0.33003,0.42933,1.08071,0.98958,1,0.99471,0.92634,0.71551,0.72277,0.62287,0.0843,0.45878,5.04587,0.1237,0.36956,0.99211,0.000438703,0.000438703,0.000438703
72,9017.14,0.48573,4.91751,0.35872,0.38655,0.97507,0.98958,1,0.9948,0.91588,0.67637,0.68317,0.54247,0.07654,0.44467,5.05162,0.12318,0.37056,0.96528,0.000424556,0.000424556,0.000424556
73,9126.1,0.53394,5.0013,0.38017,0.41794,1.01854,0.98955,1,0.9949,0.9281,0.70541,0.71287,0.55736,0.08202,0.41293,5.04964,0.12945,0.36239,0.95733,0.000410409,0.000410409,0.000410409
74,9235.47,0.53985,4.67862,0.33977,0.4585,1.04084,0.9895,1,0.9949,0.947,0.79356,0.80198,0.65928,0.09575,0.38767,4.92833,0.13527,0.32895,0.96453,0.000396262,0.000396262,0.000396262
75,9342.48,0.53323,4.65239,0.3777,0.42121,1.03043,0.98947,1,0.9949,0.91613,0.68577,0.69307,0.52347,0.07545,0.42972,4.99818,0.12392,0.35592,0.95342,0.000382115,0.000382115,0.000382115
76,9448.31,0.54775,4.64164,0.39959,0.44205,1.05876,0.98946,1,0.99471,0.95124,0.78373,0.79208,0.63999,0.0933,0.33649,4.92486,0.13043,0.32597,0.91883,0.000367967,0.000367967,0.000367967
77,9559.11,0.48906,4.4315,0.37023,0.39652,1.02015,0.98949,1,0.99471,0.95897,0.79355,0.80198,0.66349,0.10227,0.32549,4.90436,0.135,0.32826,0.92297,0.00035382,0.00035382,0.00035382
78,9668.22,0.47502,4.8695,0.36046,0.39505,0.98651,0.98958,1,0.99451,0.94969,0.76452,0.77228,0.67767,0.10639,0.36544,4.88692,0.1319,0.3295,0.94365,0.000339673,0.000339673,0.000339673
79,9778.94,0.51282,4.4294,0.32821,0.4003,1.00832,0.98962,1,0.99451,0.93657,0.77606,0.78218,0.69741,0.102,0.44108,4.91248,0.13118,0.35457,0.96708,0.000325526,0.000325526,0.000325526
80,9890.11,0.48907,4.61397,0.41148,0.3644,0.99967,0.98962,1,0.99451,0.94464,0.76464,0.77228,0.67725,0.1073,0.41099,4.91339,0.13187,0.35627,0.96448,0.000311379,0.000311379,0.000311379
81,10003.3,0.49177,4.93305,0.39157,0.38379,0.97798,0.98962,1,0.99441,0.94324,0.77441,0.78218,0.68657,0.11201,0.38355,4.87477,0.1271,0.35039,0.95099,0.000297232,0.000297232,0.000297232
82,10110.2,0.47256,4.39106,0.34927,0.37902,0.97974,0.98961,1,0.99441,0.9361,0.78385,0.79208,0.69754,0.10944,0.37188,4.84702,0.12284,0.33683,0.94012,0.000283085,0.000283085,0.000283085
83,10222.6,0.46927,4.76197,0.38934,0.37832,0.99448,0.98961,1,0.99451,0.92477,0.79393,0.80198,0.70955,0.10958,0.40749,4.87161,0.12003,0.33348,0.93971,0.000268938,0.000268938,0.000268938
84,10333.4,0.48921,4.22948,0.37828,0.39891,0.99052,0.98957,1,0.99471,0.95709,0.81321,0.82178,0.73737,0.12128,0.33621,4.83932,0.11997,0.30164,0.90269,0.000254791,0.000254791,0.000254791
85,10445.7,0.43937,4.56257,0.35425,0.37797,0.97491,0.98957,1,0.99451,0.9675,0.8034,0.81188,0.72836,0.12109,0.30933,4.8174,0.12123,0.29674,0.89326,0.000240644,0.000240644,0.000240644
86,10559.5,0.46288,4.41763,0.34532,0.37357,0.97672,0.98956,1,0.99471,0.96169,0.84259,0.85149,0.76363,0.12539,0.30076,4.78789,0.12041,0.29651,0.89384,0.000226497,0.000226497,0.000226497
87,10671.9,0.456,4.33427,0.36985,0.37597,0.98913,0.98959,1,0.99461,0.92793,0.83282,0.84158,0.76321,0.12364,0.38875,4.79842,0.11614,0.3165,0.9252,0.000212349,0.000212349,0.000212349
88,10781.6,0.44154,4.66755,0.34379,0.34081,0.94141,0.98963,1,0.99461,0.94553,0.86225,0.87129,0.80557,0.13746,0.36088,4.77147,0.11713,0.31739,0.91931,0.000198202,0.000198202,0.000198202
89,10891,0.49146,4.4659,0.36559,0.38323,0.99223,0.98962,1,0.99461,0.95659,0.88184,0.89109,0.83605,0.15037,0.35907,4.77045,0.11858,0.33078,0.91443,0.000184055,0.000184055,0.000184055
90,11001,0.44895,4.71641,0.36812,0.34586,1.00712,0.98962,1,0.99471,0.95831,0.86224,0.87129,0.80484,0.14209,0.32801,4.76561,0.11912,0.32242,0.90164,0.000169908,0.000169908,0.000169908
91,11112.3,0.38824,4.83423,0.12863,0.33642,1.01074,0.9896,1,0.9949,0.91767,0.84263,0.85149,0.76363,0.13215,0.43688,4.7526,0.114,0.34473,0.94294,0.000155761,0.000155761,0.000155761
92,11223,0.42973,4.81233,0.13015,0.3292,1.01312,0.98973,1,0.995,0.92194,0.84274,0.85149,0.76371,0.13834,0.47325,4.73113,0.10991,0.35619,0.97093,0.000141614,0.000141614,0.000141614
93,11334.3,0.35665,4.7446,0.13586,0.3136,0.94757,0.98966,1,0.995,0.94521,0.85248,0.86139,0.77672,0.14771,0.37433,4.70293,0.10968,0.33848,0.91542,0.000127467,0.000127467,0.000127467
94,11447,0.38831,4.83917,0.12747,0.31612,0.96383,0.98959,1,0.9949,0.97549,0.85241,0.86139,0.76982,0.14754,0.28411,4.68511,0.10765,0.30789,0.8716,0.00011332,0.00011332,0.00011332
95,11558.5,0.36663,4.80381,0.11647,0.30454,0.97704,0.98961,1,0.99451,0.97731,0.84264,0.85149,0.75612,0.14134,0.27978,4.70107,0.10177,0.29802,0.87307,9.91726e-05,9.91726e-05,9.91726e-05
96,11668.2,0.34471,4.80527,0.11064,0.30036,0.94158,0.98963,1,0.99431,0.97978,0.85246,0.86139,0.77545,0.14554,0.28559,4.6947,0.09992,0.29124,0.87644,8.50255e-05,8.50255e-05,8.50255e-05
97,11781,0.35009,4.68425,0.11098,0.3028,0.9389,0.98964,1,0.99431,0.97617,0.85245,0.86139,0.78423,0.15443,0.28829,4.67712,0.10061,0.29245,0.87775,7.08784e-05,7.08784e-05,7.08784e-05
98,11892.6,0.34158,4.71901,0.12008,0.29408,0.9452,0.98965,1,0.99441,0.97599,0.87205,0.88119,0.81607,0.15961,0.29226,4.66287,0.10117,0.29847,0.87705,5.67313e-05,5.67313e-05,5.67313e-05
99,12003.1,0.36772,4.71295,0.11808,0.298,0.99973,0.98965,1,0.99441,0.97833,0.87206,0.88119,0.80731,0.15877,0.27701,4.65941,0.10058,0.29791,0.86989,4.25842e-05,4.25842e-05,4.25842e-05
100,12114.2,0.34672,4.72606,0.1195,0.28602,0.95801,0.98965,1,0.99441,0.98063,0.87207,0.88119,0.81091,0.16277,0.27447,4.65335,0.09959,0.30125,0.86838,2.84371e-05,2.84371e-05,2.84371e-05
